City,Region,Date,Mean Highest,Mean Lowest
San Diego,West,1/1/1960,5.56,-0.29
San Diego,West,2/1/1960,5.17,-0.319
San Diego,West,3/1/1960,5.029,-0.109
San Diego,West,4/1/1960,5.009,-0.27
San Diego,West,5/1/1960,5.268,-0.411
San Diego,West,6/1/1960,5.209,-0.309
San Diego,West,7/1/1960,5.701,-0.089
San Diego,West,8/1/1960,5.609,-0.191
San Diego,West,9/1/1960,5.58,0.209
San Diego,West,10/1/1960,5.38,0.048
San Diego,West,11/1/1960,5.468,-0.099
San Diego,West,12/1/1960,5.629,-0.25
San Diego,West,1/1/1961,5.659,-0.221
San Diego,West,2/1/1961,5.189,-0.221
San Diego,West,3/1/1961,5.009,-0.24
San Diego,West,4/1/1961,5.058,-0.28
San Diego,West,5/1/1961,5.209,-0.572
San Diego,West,6/1/1961,5.531,-0.49
San Diego,West,7/1/1961,5.76,-0.299
San Diego,West,8/1/1961,5.531,-0.06
San Diego,West,9/1/1961,5.521,0.18
San Diego,West,10/1/1961,5.229,0.019
San Diego,West,11/1/1961,5.33,-0.27
San Diego,West,12/1/1961,5.55,-0.109
San Diego,West,1/1/1962,5.58,-0.221
San Diego,West,2/1/1962,5.491,-0.231
San Diego,West,3/1/1962,4.989,-0.441
San Diego,West,1/1/1963,5.6,-0.211
San Diego,West,2/1/1963,5.37,-0.309
San Diego,West,3/1/1963,5.071,-0.381
San Diego,West,4/1/1963,4.999,-0.49
San Diego,West,5/1/1963,5.189,-0.431
San Diego,West,6/1/1963,5.619,-0.201
San Diego,West,7/1/1963,5.77,-0.05
San Diego,West,8/1/1963,5.76,0.081
San Diego,West,9/1/1963,5.869,0.36
San Diego,West,10/1/1963,5.56,0.038
San Diego,West,11/1/1963,5.659,-0.26
San Diego,West,12/1/1963,5.931,-0.339
San Diego,West,1/1/1964,5.668,-0.372
San Diego,West,2/1/1964,5.248,-0.391
San Diego,West,3/1/1964,5.058,-0.349
San Diego,West,4/1/1964,4.95,-0.559
San Diego,West,5/1/1964,5.081,-0.69
San Diego,West,6/1/1964,5.301,-0.611
San Diego,West,7/1/1964,5.57,-0.401
San Diego,West,8/1/1964,5.659,-0.119
San Diego,West,9/1/1964,5.54,-0.07
San Diego,West,10/1/1964,5.37,-0.221
San Diego,West,11/1/1964,5.39,-0.421
San Diego,West,12/1/1964,5.57,-0.46
San Diego,West,1/1/1965,5.511,-0.591
San Diego,West,2/1/1965,5.57,-0.26
San Diego,West,3/1/1965,5.239,-0.27
San Diego,West,4/1/1965,5.219,-0.191
San Diego,West,5/1/1965,5.321,-0.529
San Diego,West,6/1/1965,5.58,-0.572
San Diego,West,7/1/1965,5.8,-0.421
San Diego,West,8/1/1965,5.901,0.14
San Diego,West,9/1/1965,5.731,0.311
San Diego,West,10/1/1965,5.531,0.081
San Diego,West,11/1/1965,5.59,-0.109
San Diego,West,12/1/1965,5.77,0.038
San Diego,West,1/1/1966,5.79,-0.191
San Diego,West,2/1/1966,5.491,-0.5
San Diego,West,3/1/1966,5.199,-0.519
San Diego,West,4/1/1966,5.239,-0.421
San Diego,West,5/1/1966,5.478,-0.441
San Diego,West,6/1/1966,5.678,-0.45
San Diego,West,7/1/1966,5.829,-0.339
San Diego,West,8/1/1966,5.79,-0.05
San Diego,West,9/1/1966,5.55,0.071
San Diego,West,10/1/1966,5.54,-0.04
San Diego,West,11/1/1966,5.54,-0.421
San Diego,West,12/1/1966,5.668,-0.411
San Diego,West,1/1/1967,5.678,-0.431
San Diego,West,2/1/1967,5.54,-0.45
San Diego,West,3/1/1967,5.248,-0.47
San Diego,West,4/1/1967,5.038,-0.71
San Diego,West,5/1/1967,5.17,-0.582
San Diego,West,6/1/1967,5.55,-0.349
San Diego,West,7/1/1967,5.678,-0.211
San Diego,West,8/1/1967,5.75,-0.011
San Diego,West,9/1/1967,5.75,0.13
San Diego,West,10/1/1967,5.439,-0.152
San Diego,West,11/1/1967,5.76,-0.26
San Diego,West,12/1/1967,5.878,-0.519
San Diego,West,1/1/1968,5.8,-0.349
San Diego,West,2/1/1968,5.56,-0.27
San Diego,West,3/1/1968,5.12,-0.339
San Diego,West,4/1/1968,5.229,-0.391
San Diego,West,5/1/1968,5.311,-0.539
San Diego,West,6/1/1968,5.429,-0.46
San Diego,West,7/1/1968,5.6,-0.201
San Diego,West,8/1/1968,5.649,-0.089
San Diego,West,9/1/1968,5.668,0.071
San Diego,West,10/1/1968,5.521,-0.03
San Diego,West,11/1/1968,5.701,-0.162
San Diego,West,12/1/1968,5.659,-0.27
San Diego,West,1/1/1969,5.75,-0.29
San Diego,West,2/1/1969,5.511,-0.191
San Diego,West,3/1/1969,5.15,-0.381
San Diego,West,4/1/1969,5.281,-0.372
San Diego,West,5/1/1969,5.521,-0.441
San Diego,West,6/1/1969,5.59,-0.49
San Diego,West,7/1/1969,5.888,-0.349
San Diego,West,8/1/1969,5.869,0.081
San Diego,West,9/1/1969,5.75,0.219
San Diego,West,10/1/1969,5.609,0.14
San Diego,West,11/1/1969,5.741,-0.021
San Diego,West,12/1/1969,5.609,-0.28
San Diego,West,1/1/1970,5.35,-0.591
San Diego,West,2/1/1970,5.429,-0.529
San Diego,West,3/1/1970,5.301,-0.372
San Diego,West,4/1/1970,5.111,-0.67
San Diego,West,5/1/1970,5.321,-0.549
San Diego,West,6/1/1970,5.521,-0.49
San Diego,West,7/1/1970,5.721,-0.299
San Diego,West,8/1/1970,5.721,-0.06
San Diego,West,9/1/1970,5.491,0.101
San Diego,West,10/1/1970,5.34,-0.001
San Diego,West,11/1/1970,5.501,-0.29
San Diego,West,12/1/1970,5.629,-0.67
San Diego,West,1/1/1971,5.511,-0.591
San Diego,West,2/1/1971,5.409,-0.421
San Diego,West,3/1/1971,5.058,-0.582
San Diego,West,4/1/1971,5.17,-0.559
San Diego,West,5/1/1971,5.268,-0.519
San Diego,West,6/1/1971,5.468,-0.319
San Diego,West,7/1/1971,5.691,-0.011
San Diego,West,8/1/1971,5.75,0.13
San Diego,West,9/1/1971,5.701,0.219
San Diego,West,10/1/1971,5.629,0.048
San Diego,West,11/1/1971,5.629,-0.362
San Diego,West,12/1/1971,5.701,-0.66
San Diego,West,1/1/1972,5.639,-0.509
San Diego,West,2/1/1972,5.39,-0.29
San Diego,West,3/1/1972,5.281,-0.109
San Diego,West,4/1/1972,5.219,-0.362
San Diego,West,5/1/1972,5.439,-0.401
San Diego,West,6/1/1972,5.849,-0.181
San Diego,West,7/1/1972,5.941,-0.06
San Diego,West,8/1/1972,5.97,0.35
San Diego,West,9/1/1972,5.869,0.311
San Diego,West,10/1/1972,5.819,0.258
San Diego,West,11/1/1972,5.911,0.058
San Diego,West,12/1/1972,6.131,0.081
San Diego,West,1/1/1973,5.668,-0.319
San Diego,West,2/1/1973,5.629,-0.04
San Diego,West,3/1/1973,5.239,-0.211
San Diego,West,4/1/1973,5.101,-0.46
San Diego,West,5/1/1973,5.449,-0.572
San Diego,West,6/1/1973,5.609,-0.509
San Diego,West,7/1/1973,5.721,-0.362
San Diego,West,8/1/1973,5.57,-0.021
San Diego,West,9/1/1973,5.291,-0.07
San Diego,West,10/1/1973,5.281,-0.109
San Diego,West,11/1/1973,5.33,-0.48
San Diego,West,12/1/1973,5.399,-0.49
San Diego,West,1/1/1974,5.521,-0.309
San Diego,West,2/1/1974,5.399,-0.391
San Diego,West,3/1/1974,5.209,-0.24
San Diego,West,4/1/1974,5.291,-0.319
San Diego,West,5/1/1974,5.59,-0.309
San Diego,West,6/1/1974,5.75,-0.181
San Diego,West,7/1/1974,5.809,-0.162
San Diego,West,8/1/1974,5.659,0.038
San Diego,West,9/1/1974,5.609,0.38
San Diego,West,10/1/1974,5.458,0.009
San Diego,West,11/1/1974,5.6,-0.29
San Diego,West,12/1/1974,5.659,-0.539
San Diego,West,1/1/1975,5.55,-0.411
San Diego,West,2/1/1975,5.229,-0.372
San Diego,West,3/1/1975,5.219,-0.28
San Diego,West,4/1/1975,5.17,-0.381
San Diego,West,5/1/1975,5.17,-0.47
San Diego,West,6/1/1975,5.419,-0.372
San Diego,West,7/1/1975,5.639,-0.05
San Diego,West,8/1/1975,5.57,-0.001
San Diego,West,9/1/1975,5.609,0.258
San Diego,West,10/1/1975,5.35,-0.089
San Diego,West,11/1/1975,5.6,-0.319
San Diego,West,12/1/1975,5.711,-0.411
San Diego,West,1/1/1976,5.639,-0.45
San Diego,West,2/1/1976,5.409,-0.119
San Diego,West,3/1/1976,5.15,-0.04
San Diego,West,4/1/1976,5.209,-0.191
San Diego,West,5/1/1976,5.531,-0.221
San Diego,West,6/1/1976,5.721,-0.139
San Diego,West,7/1/1976,5.859,0.071
San Diego,West,8/1/1976,5.619,0.14
San Diego,West,9/1/1976,5.839,0.501
San Diego,West,10/1/1976,5.639,0.291
San Diego,West,11/1/1976,5.869,0.219
San Diego,West,12/1/1976,5.951,0.12
San Diego,West,1/1/1977,5.77,-0.08
San Diego,West,2/1/1977,5.36,-0.319
San Diego,West,3/1/1977,4.999,-0.24
San Diego,West,4/1/1977,5.058,-0.349
San Diego,West,5/1/1977,5.38,-0.509
San Diego,West,6/1/1977,5.629,-0.45
San Diego,West,7/1/1977,5.8,-0.24
San Diego,West,8/1/1977,5.731,0.199
San Diego,West,9/1/1977,5.58,0.39
San Diego,West,10/1/1977,5.57,0.281
San Diego,West,11/1/1977,5.76,0.091
San Diego,West,12/1/1977,5.849,-0.011
San Diego,West,1/1/1978,5.911,0.1
San Diego,West,2/1/1978,5.721,0.019
San Diego,West,3/1/1978,5.37,0.038
San Diego,West,4/1/1978,5.13,-0.26
San Diego,West,5/1/1978,5.38,-0.25
San Diego,West,6/1/1978,5.511,-0.28
San Diego,West,7/1/1978,5.659,-0.129
San Diego,West,8/1/1978,5.659,0.091
San Diego,West,9/1/1978,5.57,0.399
San Diego,West,10/1/1978,5.6,0.34
San Diego,West,11/1/1978,5.721,-0.001
San Diego,West,12/1/1978,5.849,-0.28
San Diego,West,1/1/1979,5.849,-0.221
San Diego,West,2/1/1979,5.468,-0.139
San Diego,West,3/1/1979,5.17,-0.07
San Diego,West,4/1/1979,5.12,-0.231
San Diego,West,5/1/1979,5.248,-0.28
San Diego,West,6/1/1979,5.521,-0.24
San Diego,West,7/1/1979,5.629,-0.001
San Diego,West,8/1/1979,5.711,0.229
San Diego,West,9/1/1979,5.659,0.33
San Diego,West,10/1/1979,5.449,0.048
San Diego,West,11/1/1979,5.521,-0.152
San Diego,West,12/1/1979,5.819,-0.201
San Diego,West,1/1/1980,5.901,-0.109
San Diego,West,2/1/1980,5.849,0.268
San Diego,West,3/1/1980,5.34,0.17
San Diego,West,4/1/1980,5.219,-0.06
San Diego,West,5/1/1980,5.38,-0.28
San Diego,West,6/1/1980,5.629,-0.231
San Diego,West,7/1/1980,5.721,-0.129
San Diego,West,8/1/1980,5.869,0.33
San Diego,West,9/1/1980,5.659,0.35
San Diego,West,10/1/1980,5.439,0.12
San Diego,West,11/1/1980,5.54,-0.04
San Diego,West,12/1/1980,5.639,-0.099
San Diego,West,1/1/1981,5.69,-0.13
San Diego,West,2/1/1981,5.43,-0.22
San Diego,West,3/1/1981,5.2,-0.14
San Diego,West,4/1/1981,5.27,-0.11
San Diego,West,5/1/1981,5.6,-0.16
San Diego,West,6/1/1981,5.79,-0.24
San Diego,West,7/1/1981,5.96,-0.099
San Diego,West,8/1/1981,5.75,0.071
San Diego,West,9/1/1981,5.501,0.281
San Diego,West,10/1/1981,5.501,0.17
San Diego,West,11/1/1981,5.59,-0.152
San Diego,West,12/1/1981,5.639,-0.319
San Diego,West,1/1/1982,5.501,-0.381
San Diego,West,2/1/1982,5.491,-0.319
San Diego,West,3/1/1982,5.35,-0.04
San Diego,West,4/1/1982,5.101,-0.381
San Diego,West,5/1/1982,5.491,-0.181
San Diego,West,6/1/1982,5.619,-0.211
San Diego,West,7/1/1982,5.829,-0.011
San Diego,West,8/1/1982,5.921,0.291
San Diego,West,9/1/1982,6.01,0.649
San Diego,West,10/1/1982,5.849,0.56
San Diego,West,11/1/1982,6.19,0.468
San Diego,West,12/1/1982,6.269,0.029
San Diego,West,1/1/1983,6.39,0.248
San Diego,West,2/1/1983,5.888,0.209
San Diego,West,3/1/1983,5.478,0.081
San Diego,West,4/1/1983,5.468,0.038
San Diego,West,5/1/1983,5.59,-0.06
San Diego,West,6/1/1983,6,0.17
San Diego,West,7/1/1983,6.151,0.429
San Diego,West,8/1/1983,6.22,0.668
San Diego,West,9/1/1983,6.249,0.691
San Diego,West,10/1/1983,5.941,0.409
San Diego,West,11/1/1983,5.869,0.091
San Diego,West,12/1/1983,5.888,-0.231
San Diego,West,1/1/1984,5.839,-0.28
San Diego,West,2/1/1984,5.58,-0.171
San Diego,West,3/1/1984,5.468,0.029
San Diego,West,4/1/1984,5.34,-0.08
San Diego,West,5/1/1984,5.741,-0.099
San Diego,West,6/1/1984,5.98,-0.06
San Diego,West,7/1/1984,6.18,0.091
San Diego,West,8/1/1984,6.151,0.399
San Diego,West,9/1/1984,6.18,0.659
San Diego,West,10/1/1984,5.711,0.301
San Diego,West,11/1/1984,5.609,-0.139
San Diego,West,12/1/1984,5.8,-0.03
San Diego,West,1/1/1985,5.77,-0.152
San Diego,West,2/1/1985,5.57,-0.27
San Diego,West,3/1/1985,5.219,-0.349
San Diego,West,4/1/1985,5.311,-0.309
San Diego,West,5/1/1985,5.449,-0.46
San Diego,West,6/1/1985,5.8,-0.349
San Diego,West,7/1/1985,6.069,-0.109
San Diego,West,8/1/1985,5.869,-0.001
San Diego,West,9/1/1985,5.76,0.36
San Diego,West,10/1/1985,5.668,0.16
San Diego,West,11/1/1985,5.731,-0.139
San Diego,West,12/1/1985,5.75,-0.339
San Diego,West,1/1/1986,5.691,-0.29
San Diego,West,2/1/1986,5.668,-0.24
San Diego,West,3/1/1986,5.38,-0.221
San Diego,West,4/1/1986,5.39,-0.299
San Diego,West,5/1/1986,5.468,-0.329
San Diego,West,6/1/1986,5.6,-0.339
San Diego,West,7/1/1986,5.79,-0.119
San Diego,West,8/1/1986,5.819,0.058
San Diego,West,9/1/1986,5.711,0.199
San Diego,West,10/1/1986,5.731,0.258
San Diego,West,11/1/1986,6.01,0.101
San Diego,West,12/1/1986,6.17,-0.181
San Diego,West,1/1/1987,5.911,-0.401
San Diego,West,2/1/1987,5.8,0.048
San Diego,West,3/1/1987,5.399,-0.129
San Diego,West,4/1/1987,5.34,-0.28
San Diego,West,5/1/1987,5.678,-0.139
San Diego,West,6/1/1987,5.691,-0.26
San Diego,West,7/1/1987,5.878,0.009
San Diego,West,8/1/1987,5.931,0.209
San Diego,West,9/1/1987,5.97,0.321
San Diego,West,10/1/1987,5.76,0.071
San Diego,West,11/1/1987,5.99,0.111
San Diego,West,12/1/1987,5.859,-0.29
San Diego,West,1/1/1988,5.701,-0.441
San Diego,West,2/1/1988,5.668,-0.171
San Diego,West,3/1/1988,5.399,-0.129
San Diego,West,4/1/1988,5.39,-0.162
San Diego,West,5/1/1988,5.478,-0.441
San Diego,West,6/1/1988,5.619,-0.509
San Diego,West,7/1/1988,6.01,-0.191
San Diego,West,8/1/1988,5.849,0.019
San Diego,West,9/1/1988,5.678,0.081
San Diego,West,10/1/1988,5.501,-0.07
San Diego,West,11/1/1988,5.429,-0.401
San Diego,West,12/1/1988,5.468,-0.411
San Diego,West,1/1/1989,5.458,-0.45
San Diego,West,2/1/1989,5.38,-0.539
San Diego,West,3/1/1989,5.311,-0.29
San Diego,West,4/1/1989,5.301,-0.349
San Diego,West,5/1/1989,5.59,-0.329
San Diego,West,6/1/1989,5.731,-0.372
San Diego,West,7/1/1989,6,-0.171
San Diego,West,8/1/1989,5.869,0.009
San Diego,West,9/1/1989,5.78,0.38
San Diego,West,10/1/1989,5.609,0.038
San Diego,West,11/1/1989,5.901,-0.021
San Diego,West,12/1/1989,5.878,-0.29
San Diego,West,1/1/1990,5.78,-0.24
San Diego,West,2/1/1990,5.58,-0.24
San Diego,West,3/1/1990,5.37,-0.231
San Diego,West,4/1/1990,5.501,-0.171
San Diego,West,5/1/1990,5.458,-0.339
San Diego,West,6/1/1990,5.829,-0.099
San Diego,West,7/1/1990,5.941,0.081
San Diego,West,8/1/1990,5.869,0.219
San Diego,West,9/1/1990,5.901,0.468
San Diego,West,10/1/1990,5.849,0.35
San Diego,West,11/1/1990,6.019,0.058
San Diego,West,12/1/1990,6.059,-0.26
San Diego,West,1/1/1991,5.98,-0.27
San Diego,West,2/1/1991,5.701,0.071
San Diego,West,3/1/1991,5.429,-0.06
San Diego,West,4/1/1991,5.258,-0.319
San Diego,West,5/1/1991,5.491,-0.339
San Diego,West,6/1/1991,5.731,-0.231
San Diego,West,7/1/1991,5.859,0.029
San Diego,West,8/1/1991,5.829,0.229
San Diego,West,9/1/1991,5.878,0.35
San Diego,West,10/1/1991,5.888,0.321
San Diego,West,11/1/1991,6.039,0.209
San Diego,West,12/1/1991,6.111,-0.001
San Diego,West,1/1/1992,6.161,0.101
San Diego,West,2/1/1992,6.029,0.35
San Diego,West,3/1/1992,5.849,0.501
San Diego,West,4/1/1992,5.58,0.17
San Diego,West,5/1/1992,5.79,-0.05
San Diego,West,6/1/1992,5.8,-0.25
San Diego,West,7/1/1992,6.161,0.009
San Diego,West,8/1/1992,6.049,0.37
San Diego,West,9/1/1992,5.931,0.501
San Diego,West,10/1/1992,5.911,0.419
San Diego,West,11/1/1992,5.98,0.18
San Diego,West,12/1/1992,5.859,-0.011
San Diego,West,1/1/1993,6.088,0.281
San Diego,West,2/1/1993,6,0.15
San Diego,West,3/1/1993,5.531,0.12
San Diego,West,4/1/1993,5.458,-0.139
San Diego,West,5/1/1993,5.741,-0.04
San Diego,West,6/1/1993,6,-0.05
San Diego,West,7/1/1993,6.21,0.17
San Diego,West,8/1/1993,5.941,0.219
San Diego,West,9/1/1993,5.839,0.57
San Diego,West,10/1/1993,5.878,0.37
San Diego,West,11/1/1993,5.911,0.009
San Diego,West,12/1/1993,5.931,-0.201
San Diego,West,1/1/1994,5.859,-0.099
San Diego,West,2/1/1994,5.58,-0.001
San Diego,West,3/1/1994,5.478,-0.08
San Diego,West,4/1/1994,5.268,-0.372
San Diego,West,5/1/1994,5.491,-0.267
San Diego,West,6/1/1994,5.809,-0.05
San Diego,West,7/1/1994,5.918,0.268
San Diego,West,8/1/1994,5.911,0.504
San Diego,West,9/1/1994,5.806,0.54
San Diego,West,10/1/1994,5.77,0.386
San Diego,West,11/1/1994,5.839,-0.053
San Diego,West,12/1/1994,6.075,-0.224
San Diego,West,1/1/1995,5.97,-0.204
San Diego,West,2/1/1995,5.701,0.206
San Diego,West,3/1/1995,5.445,0.206
San Diego,West,4/1/1995,5.216,-0.188
San Diego,West,5/1/1995,5.491,-0.263
San Diego,West,6/1/1995,5.747,-0.109
San Diego,West,7/1/1995,5.882,0.058
San Diego,West,8/1/1995,5.99,0.531
San Diego,West,9/1/1995,5.859,0.537
San Diego,West,10/1/1995,5.668,0.245
San Diego,West,11/1/1995,5.727,-0.063
San Diego,West,12/1/1995,5.826,-0.099
San Diego,West,1/1/1996,5.59,-0.286
San Diego,West,2/1/1996,5.508,-0.027
San Diego,West,3/1/1996,5.166,-0.014
San Diego,West,4/1/1996,5.117,-0.096
San Diego,West,5/1/1996,5.567,-0.06
San Diego,West,6/1/1996,5.737,-0.178
San Diego,West,7/1/1996,5.937,-0.106
San Diego,West,8/1/1996,5.911,0.294
San Diego,West,9/1/1996,5.773,0.527
San Diego,West,10/1/1996,5.626,0.317
San Diego,West,11/1/1996,5.563,-0.08
San Diego,West,12/1/1996,5.636,-0.181
San Diego,West,1/1/1997,5.586,-0.152
San Diego,West,2/1/1997,5.478,-0.06
San Diego,West,3/1/1997,5.399,0.153
San Diego,West,4/1/1997,5.311,-0.129
San Diego,West,5/1/1997,5.767,0.134
San Diego,West,6/1/1997,6.019,0.166
San Diego,West,7/1/1997,6.065,0.206
San Diego,West,8/1/1997,6.216,0.583
San Diego,West,9/1/1997,6.105,0.905
San Diego,West,10/1/1997,6.187,0.934
San Diego,West,11/1/1997,6.348,0.708
San Diego,West,12/1/1997,6.449,0.452
San Diego,West,1/1/1998,6.229,0.268
San Diego,West,2/1/1998,5.8,0.235
San Diego,West,3/1/1998,5.632,0.268
San Diego,West,4/1/1998,5.285,-0.149
San Diego,West,5/1/1998,5.481,-0.109
San Diego,West,6/1/1998,5.665,-0.053
San Diego,West,7/1/1998,5.921,0.396
San Diego,West,8/1/1998,5.957,0.58
San Diego,West,9/1/1998,5.787,0.563
San Diego,West,10/1/1998,5.524,0.242
San Diego,West,11/1/1998,5.691,-0.044
San Diego,West,12/1/1998,5.659,-0.529
San Diego,West,1/1/1999,5.718,-0.444
San Diego,West,2/1/1999,5.235,-0.322
San Diego,West,3/1/1999,5.143,-0.149
San Diego,West,4/1/1999,5.153,-0.089
San Diego,West,5/1/1999,5.498,-0.139
San Diego,West,6/1/1999,5.626,-0.201
San Diego,West,7/1/1999,5.875,0.012
San Diego,West,8/1/1999,5.695,0.163
San Diego,West,9/1/1999,5.55,0.232
San Diego,West,10/1/1999,5.435,0.019
San Diego,West,11/1/1999,5.426,-0.349
San Diego,West,12/1/1999,5.609,-0.362
San Diego,West,1/1/2000,5.514,-0.391
San Diego,West,2/1/2000,5.373,-0.296
San Diego,West,3/1/2000,5.186,-0.122
San Diego,West,4/1/2000,5.052,-0.257
San Diego,West,5/1/2000,5.449,-0.162
San Diego,West,6/1/2000,5.852,-0.073
San Diego,West,7/1/2000,6.029,-0.096
San Diego,West,8/1/2000,5.934,0.107
San Diego,West,9/1/2000,5.708,0.412
San Diego,West,10/1/2000,5.498,0.157
San Diego,West,11/1/2000,5.527,-0.188
San Diego,West,12/1/2000,5.544,-0.418
San Diego,West,1/1/2001,5.54,-0.336
San Diego,West,2/1/2001,5.56,-0.326
San Diego,West,3/1/2001,5.33,-0.06
San Diego,West,4/1/2001,5.094,-0.434
San Diego,West,5/1/2001,5.577,-0.168
San Diego,West,6/1/2001,5.754,-0.158
San Diego,West,7/1/2001,5.898,-0.053
San Diego,West,8/1/2001,5.823,0.035
San Diego,West,9/1/2001,5.708,0.285
San Diego,West,10/1/2001,5.524,0.18
San Diego,West,11/1/2001,5.649,-0.103
San Diego,West,12/1/2001,5.77,-0.398
San Diego,West,1/1/2002,5.737,-0.48
San Diego,West,2/1/2002,5.481,-0.27
San Diego,West,3/1/2002,5.327,-0.26
San Diego,West,4/1/2002,5.232,-0.326
San Diego,West,5/1/2002,5.37,-0.411
San Diego,West,6/1/2002,5.645,-0.237
San Diego,West,7/1/2002,5.836,0.107
San Diego,West,8/1/2002,5.77,0.242
San Diego,West,9/1/2002,5.908,0.429
San Diego,West,10/1/2002,5.655,0.12
San Diego,West,11/1/2002,5.941,0.127
San Diego,West,12/1/2002,6.075,-0.152
San Diego,West,1/1/2003,5.934,-0.381
San Diego,West,2/1/2003,5.852,0.111
San Diego,West,3/1/2003,5.209,-0.296
San Diego,West,4/1/2003,5.206,-0.198
San Diego,West,5/1/2003,5.445,-0.319
San Diego,West,6/1/2003,5.77,-0.185
San Diego,West,7/1/2003,6.059,0.025
San Diego,West,8/1/2003,6.023,0.291
San Diego,West,9/1/2003,5.885,0.38
San Diego,West,10/1/2003,6.013,0.429
San Diego,West,11/1/2003,5.809,-0.073
San Diego,West,12/1/2003,5.891,-0.086
San Diego,West,1/1/2004,5.878,-0.073
San Diego,West,2/1/2004,5.577,-0.204
San Diego,West,3/1/2004,5.521,0.009
San Diego,West,4/1/2004,5.317,-0.234
San Diego,West,5/1/2004,5.649,-0.103
San Diego,West,6/1/2004,5.951,-0.112
San Diego,West,7/1/2004,6.069,-0.224
San Diego,West,8/1/2004,6.006,-0.004
San Diego,West,9/1/2004,6,0.514
San Diego,West,10/1/2004,5.839,0.255
San Diego,West,11/1/2004,5.836,-0.007
San Diego,West,12/1/2004,6.033,-0.067
San Diego,West,1/1/2005,6.052,0.052
San Diego,West,2/1/2005,5.99,0.084
San Diego,West,3/1/2005,5.455,-0.145
San Diego,West,4/1/2005,5.481,-0.234
San Diego,West,5/1/2005,5.655,-0.231
San Diego,West,6/1/2005,5.813,-0.171
San Diego,West,7/1/2005,6.065,0.084
San Diego,West,8/1/2005,5.996,0.14
San Diego,West,9/1/2005,5.78,0.248
San Diego,West,10/1/2005,5.737,0.216
San Diego,West,11/1/2005,5.803,-0.122
San Diego,West,12/1/2005,5.901,-0.375
San Diego,West,1/1/2006,5.8,-0.578
San Diego,West,2/1/2006,5.537,-0.355
San Diego,West,3/1/2006,5.412,-0.286
San Diego,West,4/1/2006,5.481,-0.227
San Diego,West,5/1/2006,5.764,-0.112
San Diego,West,6/1/2006,5.921,-0.004
San Diego,West,7/1/2006,6.183,0.383
San Diego,West,8/1/2006,6.003,0.435
San Diego,West,9/1/2006,6.059,0.478
San Diego,West,10/1/2006,5.993,0.33
San Diego,West,11/1/2006,6.013,0.12
San Diego,West,12/1/2006,6.062,-0.175
San Diego,West,1/1/2007,5.983,-0.254
San Diego,West,2/1/2007,5.514,-0.299
San Diego,West,3/1/2007,5.271,-0.296
San Diego,West,4/1/2007,5.34,-0.149
San Diego,West,5/1/2007,5.586,-0.263
San Diego,West,6/1/2007,5.76,-0.24
San Diego,West,7/1/2007,6.101,-0.014
San Diego,West,8/1/2007,5.99,0.242
San Diego,West,9/1/2007,5.872,0.314
San Diego,West,10/1/2007,5.665,-0.08
San Diego,West,11/1/2007,5.698,-0.27
San Diego,West,12/1/2007,5.754,-0.263
San Diego,West,1/1/2008,5.731,-0.221
San Diego,West,2/1/2008,5.616,-0.234
San Diego,West,3/1/2008,5.265,-0.283
San Diego,West,4/1/2008,5.271,-0.342
San Diego,West,5/1/2008,5.682,-0.116
San Diego,West,6/1/2008,6.042,-0.037
San Diego,West,7/1/2008,6.295,0.078
San Diego,West,8/1/2008,6.272,0.347
San Diego,West,9/1/2008,5.974,0.554
San Diego,West,10/1/2008,5.839,0.252
San Diego,West,11/1/2008,5.875,-0.034
San Diego,West,12/1/2008,5.921,-0.194
San Diego,West,1/1/2009,5.714,-0.313
San Diego,West,2/1/2009,5.626,-0.188
San Diego,West,3/1/2009,5.465,-0.109
San Diego,West,4/1/2009,5.468,-0.257
San Diego,West,5/1/2009,5.682,-0.168
San Diego,West,6/1/2009,5.957,-0.011
San Diego,West,7/1/2009,6.059,0.15
San Diego,West,8/1/2009,6.026,0.285
San Diego,West,9/1/2009,5.993,0.54
San Diego,West,10/1/2009,6.075,0.59
San Diego,West,11/1/2009,6.046,0.12
San Diego,West,12/1/2009,6.38,0.071
San Diego,West,1/1/2010,6.354,0.091
San Diego,West,2/1/2010,5.98,0.225
San Diego,West,3/1/2010,5.527,-0.057
San Diego,West,4/1/2010,5.675,0.002
San Diego,West,5/1/2010,5.586,-0.326
San Diego,West,6/1/2010,5.819,-0.096
San Diego,West,7/1/2010,5.8,0.042
San Diego,West,8/1/2010,5.855,0.36
San Diego,West,9/1/2010,5.849,0.37
San Diego,West,10/1/2010,5.714,0.186
San Diego,West,11/1/2010,5.823,-0.057
San Diego,West,12/1/2010,6.029,-0.116
San Diego,West,1/1/2011,5.941,-0.181
San Diego,West,2/1/2011,5.573,-0.06
San Diego,West,3/1/2011,5.35,-0.03
San Diego,West,4/1/2011,5.478,0.117
San Diego,West,5/1/2011,5.747,0.016
San Diego,West,6/1/2011,5.937,0.029
San Diego,West,7/1/2011,6.193,0.216
San Diego,West,8/1/2011,5.98,0.363
San Diego,West,9/1/2011,5.875,0.422
San Diego,West,10/1/2011,5.79,0.137
San Diego,West,11/1/2011,5.8,-0.07
San Diego,West,12/1/2011,5.862,-0.076
San Diego,West,1/1/2012,5.806,0.025
San Diego,West,2/1/2012,5.655,-0.004
